"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Product rating count (product.metafields.reviews.rating_count)","Accessory size (product.metafields.shopify.accessory-size)","Animal type (product.metafields.shopify.animal-type)","Care instructions (product.metafields.shopify.care-instructions)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Pet control accessory features (product.metafields.shopify.pet-control-accessory-features)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"the-archie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Number2.png?v=1760892610","2","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-23_at_10.59.31.jpg?v=1760892610","3","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-24_at_19.30.19_4df11d19.jpg?v=1760892610","4","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-24_at_19.30.26_c33d3fe6.jpg?v=1760892610","5","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-24_at_19.30.20_dbe22e22.jpg?v=1760892610","6","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-henry-traffic-handle","The Henry Traffic Handle","<div class=""product-description"">
<h2>The Henry Traffic Handle: Versatile, Durable, and Designed for Quick Control</h2>
<p>The <strong>Henry Traffic Handle</strong> is the ultimate accessory for dog owners who need quick control and convenience while on the go. With its innovative design, this handle can clip onto one or both ends of your dogs lead, easily transitioning from a sturdy handle for short, controlled walks to a secure attachment for your dog’s collar. Whether you need to keep your dog close in busy areas or simply want a hands-free option for quick access, the Henry Traffic Handle has you covered. It’s the ideal tool for any dog owner who values flexibility and durability on every walk.</p>
<h3>Why You’ll Love The Henry Traffic Handle:</h3>
<ul>
<li>
<strong>Customisable Clip Design:</strong> Choose whether you want clips on one end or both ends, allowing you to transition seamlessly between handle and collar attachment.</li>
<li>
<strong>Multi-Functional Use:</strong> Attach it to a lead, bag, or belt for ultimate convenience and hands-free access whenever you need it.</li>
<li>
<strong>Sturdy &amp; Abrasion-Resistant Webbing:</strong> Made with durable, abrasion-resistant webbing that holds up to daily walks, hikes, and outdoor adventures.</li>
<li>
<strong>100% Water &amp; Bacteria Resistant:</strong> Ideal for any weather conditions, this traffic handle will stay fresh and clean no matter how muddy or wet your dog gets.</li>
<li>
<strong>Zero Stretch Webbing:</strong> Provides superior control, keeping your dog securely by your side and allowing you to quickly adjust when needed.</li>
</ul>
<h3>Who Is It For &amp; How to Use:</h3>
<p>The <strong>Henry Traffic Handle</strong> is designed for active dog owners who want a practical, easy-to-use accessory that ensures their dog’s safety and control. Perfect for urban walks, busy streets, or high-traffic areas where quick control is essential. The versatile design makes it easy to use on its own or with your existing leash setup. Simply clip it onto your dog’s collar or hook it to your belt or bag for quick access. It’s a must-have for anyone who wants to ensure their dog stays secure while maintaining the freedom to move easily.</p>
<p><span style=""box-sizing: border-box; margin: 0px; padding: 0px;""><strong>Please note:</strong> While our gear is tough, it’s not chew-proof! If your pup turns their collar or lead into a snack, we unfortunately can’t be held responsible.</span></p>
</div>","My Store","Animals & Pet Supplies > Pet Supplies > Pet Leashes","","","true","Title","Default Title","","","","","","","","","0.0","shopify","0","continue","manual","12.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/9_fc425b5b-d436-4637-b980-ba7c4b3028c6.png?v=1760929825","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","The Henry Traffic Handle offers quick control, hands-free convenience, and durability for dog owners, with customisable clips and water-resistant webbing.","6249","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-henry-traffic-handle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Trafficlead.jpg?v=1760892589","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-henry-traffic-handle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/2_clasp.jpg?v=1760892589","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-henry-traffic-handle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/IMGP1629.jpg?v=1760892589","4","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5l-mud-daddy","5L Mud Daddy in Green","<h2>The 5L Mud Daddy: The Ultimate Portable Dog Wash Solution</h2>
<p>Keep your dog clean and comfortable on-the-go with the 5L Mud Daddy. This heavy-duty, portable shower system is designed to give your furry friend a quick wash anywhere, whether you're at the park, on a hike, or at the beach. With its compact size and convenient features, the 5L Mud Daddy makes it easy to rinse off dirt, mud, and water without hassle. Say goodbye to muddy paws and hello to a fresh, happy dog!</p>
<h3>Key Features &amp; Benefits:</h3>
<ul>
<li>
<strong>5-Litre Water Capacity:</strong> Offers ample water supply for multiple washes, so you can clean your dog or tackle other outdoor cleaning tasks with ease.</li>
<li>
<strong>Heavy-Duty Design:</strong> Built to last, the robust construction ensures durability and reliability for all your adventures, whether you're camping, hiking, or simply enjoying a day outdoors.</li>
<li>
<strong>Silent Operation:</strong> Operates quietly, providing a peaceful experience for both you and your dog, without loud, disruptive noises.</li>
<li>
<strong>2-Metre Easy-Connect Hose:</strong> A long, flexible hose allows for easy connection and provides great reach, ensuring you can clean your dog thoroughly from head to paw.</li>
<li>
<strong>Brush &amp; Shower Head Combined:</strong> The unique brush and shower head design allows for a more efficient cleaning process, making it easier to rinse and scrub your dog at the same time.</li>
</ul>
<p>The <strong>5L Mud Daddy</strong> is ideal for dog owners who enjoy spending time outdoors and want a reliable solution to keep their pets clean. Whether you're tackling muddy paws after a hike or giving your dog a quick wash at the park, this portable shower makes the process easy and convenient. It's a must-have for adventurous dog owners who need an efficient and portable way to wash their dog wherever they go.</p>
<p class=""preFade fadeIn""><strong>Please Note: </strong>Be <em>sure to empty any excess water and bring your Mud Daddy indoors after use, especially during colder seasons. If left outside, the water inside the brush can freeze, causing cracks in the handle or brush head.</em><strong></strong></p>","My Store","Animals & Pet Supplies > Pet Supplies > Dog Supplies","","","true","Title","Default Title","","","","","","","","","0.0","shopify","8","continue","manual","42.50","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2024-11-17at16.00.33_3356bee2.jpg?v=1747731036","1","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","false","","Portable 5L Mud Daddy for easy dog cleaning on the go. Features silent operation, 2m hose, and brush/shower head combo. Keeps water warm for 2.5 hrs.","6383","","","","","","","","","","","","","","","","","","","","lb","","","active"
"5l-mud-daddy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2024-11-17at16.00.34_8b497b5b.jpg?v=1747731036","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5l-mud-daddy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2024-11-17at16.00.33_09ee1452.jpg?v=1747731036","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
